gene_ids,feature_is_filtered,feature_name,feature_reference,feature_biotype,n_counts,highly_variable,highly_variable_rank,means,variances,variances_norm
ENSG00000120688,False,WBP4,NCBITaxon:9606,gene,31785.0,True,2827.0,0.19648994831977448,0.28505632927592656,1.1171565854704455
ENSG00000102760,False,RGCC,NCBITaxon:9606,gene,37414.0,True,1312.0,0.23128755470932963,0.4436527971669321,1.4440605189137943
ENSG00000133106,False,EPSTI1,NCBITaxon:9606,gene,83274.0,True,953.0,0.5147869736158849,1.369383787140322,1.6715967138449148
ENSG00000179630,False,LACC1,NCBITaxon:9606,gene,8651.0,True,2530.0,0.0534791424544398,0.07450623404997928,1.1494194706927527
ENSG00000102804,False,TSC22D1,NCBITaxon:9606,gene,35162.0,True,69.0,0.21736603941544472,2.7970115250207135,9.767397457818554
ENSG00000136167,False,LCP1,NCBITaxon:9606,gene,890897.0,True,2205.0,5.507387304962785,38.53620526430233,1.195624651714651
ENSG00000102445,False,RUBCNL,NCBITaxon:9606,gene,6965.0,True,2720.0,0.04305655151949754,0.05868530577861584,1.1274954731683833
ENSG00000139679,False,LPAR6,NCBITaxon:9606,gene,56545.0,True,1923.0,0.3495524344106229,0.6282373447345089,1.248607376105135
ENSG00000152207,False,CYSLTR2,NCBITaxon:9606,gene,6820.0,True,2849.0,0.042160183971711875,0.05683912603817046,1.1152044535074697
ENSG00000136108,False,CKAP2,NCBITaxon:9606,gene,31319.0,True,2769.0,0.19360920847654609,0.2815436978772942,1.1222371134917586
ENSG00000139734,False,DIAPH3,NCBITaxon:9606,gene,938.0,True,589.0,0.0057985707573996684,0.015680723902434933,2.1974402768021895
ENSG00000184226,False,PCDH9,NCBITaxon:9606,gene,8943.0,True,423.0,0.05528424124032541,0.17789354197553658,2.651944392502396
ENSG00000276644,False,DACH1,NCBITaxon:9606,gene,1689.0,True,2694.0,0.010441136470413689,0.014572955005170935,1.1305200241781597
ENSG00000102554,False,KLF5,NCBITaxon:9606,gene,1663.0,True,2219.0,0.010280408496327983,0.015157382594725403,1.1941661344792132
ENSG00000235532,False,LINC00402,NCBITaxon:9606,gene,9820.0,True,2954.0,0.06070571944313939,0.08174842105467788,1.107000760622212
ENSG00000136111,False,TBC1D4,NCBITaxon:9606,gene,25181.0,True,2997.0,0.1556650429020054,0.2158416853958485,1.1029540339647883
ENSG00000178695,False,KCTD12,NCBITaxon:9606,gene,145955.0,True,708.0,0.9022712099107342,3.580200698290905,1.9950972441524637
ENSG00000152192,False,POU4F1,NCBITaxon:9606,gene,167.0,True,2765.0,0.0010323681412427981,0.001315675367793704,1.122578055156947
ENSG00000136158,False,SPRY2,NCBITaxon:9606,gene,925.0,True,2901.0,0.0057182067703568165,0.00781211190901153,1.1104507407694177
ENSG00000165300,False,SLITRK5,NCBITaxon:9606,gene,465.0,True,1676.0,0.0028745579980712643,0.004498329843851151,1.3063113445584187
ENSG00000169508,False,GPR183,NCBITaxon:9606,gene,166468.0,True,220.0,1.0290793996191983,9.586624942072707,4.383097794757124
ENSG00000175820,False,CCDC168,NCBITaxon:9606,gene,735.0,True,559.0,0.00454365619049974,0.012510032657035186,2.2521369933192625
ENSG00000125266,False,EFNB2,NCBITaxon:9606,gene,209.0,True,2506.0,0.0012920056378427833,0.001710712405319454,1.1520976603047532
ENSG00000102524,False,TNFSF13B,NCBITaxon:9606,gene,187983.0,True,814.0,1.1620817981751193,4.852329502629234,1.8393458987507993
ENSG00000185950,False,IRS2,NCBITaxon:9606,gene,74377.0,True,843.0,0.459787097252788,1.265811187154494,1.7872104288311386
ENSG00000139832,False,RAB20,NCBITaxon:9606,gene,18892.0,True,1937.0,0.11678741870873618,0.17833282076711254,1.2463202640184101
ENSG00000183087,False,GAS6,NCBITaxon:9606,gene,7254.0,True,981.0,0.044843104769911726,0.0894809574377269,1.6506945776811335
ENSG00000259001,False,RPPH1_ENSG00000259001,NCBITaxon:9606,gene,9141.0,True,1343.0,0.05650824658143963,0.09830714142293234,1.4327678997886701
ENSG00000185271,False,KLHL33,NCBITaxon:9606,gene,487.0,True,1641.0,0.0030105585915283996,0.004769532327948437,1.3197057092315045
ENSG00000169413,False,RNASE6,NCBITaxon:9606,gene,90404.0,True,834.0,0.5588635295863109,1.6464611899594015,1.8028785953786064
ENSG00000129538,False,RNASE1,NCBITaxon:9606,gene,8846.0,True,173.0,0.054684602260082586,0.3466816268764108,5.226667579229779
ENSG00000169385,False,RNASE2,NCBITaxon:9606,gene,41550.0,True,549.0,0.25685566627927103,0.7884228597769123,2.2726829981016055
ENSG00000165795,False,NDRG2,NCBITaxon:9606,gene,7006.0,True,1160.0,0.043310007170940384,0.08023200663785914,1.5324526487175705
ENSG00000165801,False,ARHGEF40,NCBITaxon:9606,gene,27578.0,True,1677.0,0.17048292574367596,0.28361505334246623,1.306267917858721
ENSG00000255569,False,TRAV1-1,NCBITaxon:9606,gene,162.0,True,2068.0,0.0010014589154570856,0.0013837389493004978,1.219023641750796
ENSG00000211779,False,TRAV5,NCBITaxon:9606,gene,651.0,True,2466.0,0.00402438119729977,0.005664955075267911,1.157876979600768
ENSG00000211780,False,TRAV6,NCBITaxon:9606,gene,1758.0,True,1194.0,0.010867683786256521,0.020282107848542116,1.5120149137102339
ENSG00000211792,False,TRAV14DV4,NCBITaxon:9606,gene,665.0,True,1084.0,0.004110927029499765,0.007914456541516714,1.5819895608225396
ENSG00000211797,False,TRAV17,NCBITaxon:9606,gene,4138.0,True,740.0,0.02558047526025568,0.06032373282749027,1.9441874971460702
ENSG00000211800,False,TRAV20,NCBITaxon:9606,gene,1104.0,True,766.0,0.0068247570534853245,0.016100501772425963,1.9119846225514838
ENSG00000211801,False,TRAV21,NCBITaxon:9606,gene,325.0,True,2590.0,0.002009099676071314,0.002697446527359625,1.1415375633892708
ENSG00000211803,False,TRAV23DV6,NCBITaxon:9606,gene,665.0,True,2180.0,0.004110927029499765,0.005998072696014376,1.1989311382750982
ENSG00000211804,False,TRDV1,NCBITaxon:9606,gene,620.0,True,2163.0,0.0038327439974283526,0.00558609631820375,1.2016054629415354
ENSG00000211806,False,TRAV25,NCBITaxon:9606,gene,979.0,True,1543.0,0.006052026408842511,0.01007075206410466,1.3511102382367604
ENSG00000211816,False,TRAV38-1,NCBITaxon:9606,gene,228.0,True,2941.0,0.001409460695828491,0.0018031233530618896,1.1080514075552341
ENSG00000211817,False,TRAV38-2DV8,NCBITaxon:9606,gene,429.0,True,1897.0,0.002652011572414134,0.00396791779971583,1.2536364456777624
ENSG00000211821,False,TRDV2,NCBITaxon:9606,gene,804.0,True,1426.0,0.004970203506342573,0.00850629597856688,1.3955951636332904
ENSG00000211829,False,TRDC,NCBITaxon:9606,gene,78806.0,True,263.0,0.48716648945377217,2.8959178404960975,3.7979163528996276
ENSG00000277734,False,TRAC,NCBITaxon:9606,gene,233840.0,True,1168.0,1.445562671546203,5.700510159219857,1.5262057517711765
ENSG00000155465,False,SLC7A7,NCBITaxon:9606,gene,109698.0,True,921.0,0.6781360500482184,2.0187795205444212,1.6995548610572508
ENSG00000166091,False,CMTM5,NCBITaxon:9606,gene,8183.0,True,162.0,0.05058603892089711,0.32922889933735583,5.378038463280028
ENSG00000100911,False,PSME2,NCBITaxon:9606,gene,290483.0,True,2469.0,1.795720926782226,6.132209454728739,1.1574281352741373
ENSG00000139899,False,CBLN3,NCBITaxon:9606,gene,879.0,True,2972.0,0.005433841893128261,0.007382551343483557,1.105491255882828
ENSG00000100450,False,GZMH,NCBITaxon:9606,gene,166860.0,True,290.0,1.0315026829207983,7.809211391529227,3.557670401703647
ENSG00000100453,False,GZMB,NCBITaxon:9606,gene,279944.0,True,180.0,1.7305704606711012,25.18608818430024,5.045482392708275
ENSG00000168952,False,STXBP6,NCBITaxon:9606,gene,327.0,True,1448.0,0.0020214633663855988,0.003303221264931997,1.3888765707141908
ENSG00000100473,False,COCH,NCBITaxon:9606,gene,3680.0,True,721.0,0.022749190178284414,0.054760872264633165,1.9782809910916055
ENSG00000151320,False,AKAP6,NCBITaxon:9606,gene,944.0,True,2838.0,0.005835661828342524,0.008014756991611464,1.115884121181386
ENSG00000129521,False,EGLN3,NCBITaxon:9606,gene,2716.0,True,1026.0,0.01678989144679904,0.033347543349408496,1.6203145294953016
ENSG00000100902,False,PSMA6,NCBITaxon:9606,gene,37707.0,True,2226.0,0.2330988353403724,0.3694512479110263,1.1919160402586721
ENSG00000100906,False,NFKBIA,NCBITaxon:9606,gene,1982522.0,True,72.0,12.255644024628472,1127.7884565511672,9.645188251723198
ENSG00000129534,False,MIS18BP1,NCBITaxon:9606,gene,200396.0,True,2185.0,1.2388170421107292,3.4944086103081227,1.198031453136049
ENSG00000151748,False,SAV1,NCBITaxon:9606,gene,16868.0,True,2172.0,0.10427536411067975,0.15297121812887154,1.2004179255228908
ENSG00000100504,False,PYGL,NCBITaxon:9606,gene,52392.0,True,1398.0,0.32387923147301007,0.6449764118164933,1.407066385028036
ENSG00000168229,False,PTGDR,NCBITaxon:9606,gene,21729.0,True,1461.0,0.13432531341954948,0.22978212115692964,1.3827183565881946
ENSG00000125384,False,PTGER2,NCBITaxon:9606,gene,65132.0,True,2510.0,0.4026359387750056,0.690748292475661,1.1519097948302097
ENSG00000100526,False,CDKN3,NCBITaxon:9606,gene,2891.0,True,323.0,0.01787171434929898,0.07296682723377035,3.336288092073037
ENSG00000020577,False,SAMD4A,NCBITaxon:9606,gene,12084.0,True,2459.0,0.07470141687891002,0.10566883699259501,1.1586924889428178
ENSG00000131979,False,GCH1,NCBITaxon:9606,gene,53596.0,True,1342.0,0.3313221730422096,0.6758804968602449,1.4342245376801568
ENSG00000131981,False,LGALS3,NCBITaxon:9606,gene,284752.0,True,669.0,1.7602927721866424,10.522734571777198,2.050935406758642
ENSG00000126787,False,DLGAP5,NCBITaxon:9606,gene,1763.0,True,145.0,0.010898593012042235,0.07957187849211406,5.9153150708032225
ENSG00000100592,False,DAAM1,NCBITaxon:9606,gene,35385.0,True,1466.0,0.2187445908854875,0.39841448694412396,1.381370639043926
ENSG00000139970,False,RTN1,NCBITaxon:9606,gene,19828.0,True,1774.0,0.12257362577582157,0.19274871353844716,1.2796448338563609
ENSG00000126773,False,PCNX4,NCBITaxon:9606,gene,41277.0,True,2186.0,0.2551680225513711,0.4123342762755211,1.1978832773331285
ENSG00000247287,False,RP11-902B17.1,NCBITaxon:9606,gene,11741.0,True,1514.0,0.07258104399001014,0.12027982890100358,1.3581984411399304
ENSG00000100644,False,HIF1A,NCBITaxon:9606,gene,191599.0,True,811.0,1.1844353502633467,5.011951876047346,1.8440878401323517
ENSG00000054654,False,SYNE2,NCBITaxon:9606,gene,277552.0,True,978.0,1.7157834870552162,8.138541332694244,1.6530828860961526
ENSG00000179841,False,AKAP5,NCBITaxon:9606,gene,5485.0,True,2641.0,0.033907420686926634,0.04661769253495568,1.1365530893708706
ENSG00000081181,False,ARG2,NCBITaxon:9606,gene,809.0,True,2346.0,0.005001112732128285,0.007201610379380384,1.1740473424652296
ENSG00000185650,False,ZFP36L1,NCBITaxon:9606,gene,431479.0,True,685.0,2.66733636655869,20.30784154530645,2.0260339241845036
ENSG00000175985,False,PLEKHD1,NCBITaxon:9606,gene,721.0,True,1000.0,0.004457110358299745,0.008912955517835832,1.637061949050101
ENSG00000269927,False,RP6-91H8.3,NCBITaxon:9606,gene,2110.0,True,1372.0,0.013043693281570684,0.022801739626342295,1.4189222930955696
ENSG00000182732,False,RGS6,NCBITaxon:9606,gene,1055.0,True,1013.0,0.006521846640785342,0.013093967420200829,1.6281979151844332
ENSG00000258376,False,RP4-647C14.2,NCBITaxon:9606,gene,1644.0,True,2994.0,0.010162953438342276,0.013843042627469515,1.103181281911104
ENSG00000133961,False,NUMB,NCBITaxon:9606,gene,109189.0,True,2146.0,0.6749894908632329,1.4220159893308286,1.2049299862673835
ENSG00000284930,False,RP1-240K6.4,NCBITaxon:9606,gene,13473.0,True,2548.0,0.08328799980218095,0.11668218800755224,1.1472480627471242
ENSG00000119655,False,NPC2,NCBITaxon:9606,gene,327100.0,True,846.0,2.022081550901313,11.444910917202321,1.7840277390110109
ENSG00000170345,False,FOS,NCBITaxon:9606,gene,1457140.0,True,209.0,9.007813852278629,325.5552513451094,4.5723044294324495
ENSG00000140044,False,JDP2,NCBITaxon:9606,gene,50597.0,True,825.0,0.3127828194159393,0.7977790204561037,1.8158164486752761
ENSG00000100596,False,SPTLC2,NCBITaxon:9606,gene,77687.0,True,2325.0,0.4802490047229297,0.8815977421913762,1.1776190022462951
ENSG00000100629,False,CEP128,NCBITaxon:9606,gene,8128.0,True,2409.0,0.050246037437254275,0.07084191198054593,1.1652323754573253
ENSG00000165409,False,TSHR,NCBITaxon:9606,gene,286.0,True,2402.0,0.001768007714942756,0.0024078086447057003,1.165700756105247
ENSG00000140022,False,STON2,NCBITaxon:9606,gene,3134.0,True,692.0,0.01937390272248461,0.04768261091144147,2.014648667012047
ENSG00000100433,False,KCNK10,NCBITaxon:9606,gene,345.0,True,1847.0,0.0021327365792141637,0.0031791213434479546,1.2631733496783488
ENSG00000140090,False,SLC24A4,NCBITaxon:9606,gene,44601.0,True,1389.0,0.27571647585371284,0.5321474593105643,1.4100461252989738
ENSG00000100600,False,LGMN,NCBITaxon:9606,gene,6577.0,True,910.0,0.040657995598526245,0.08394745623503529,1.7077848014100876
ENSG00000165949,False,IFI27,NCBITaxon:9606,gene,78390.0,True,39.0,0.4845948418684009,11.957497143017136,15.789029071359208
ENSG00000197249,False,SERPINA1,NCBITaxon:9606,gene,362900.0,True,537.0,2.243391607527015,17.393750027068357,2.2935010385592562
ENSG00000165959,False,CLMN,NCBITaxon:9606,gene,21756.0,True,1959.0,0.1344922232387923,0.20656137182926917,1.2413184130681603
ENSG00000258572,False,RP11-1070N10.3,NCBITaxon:9606,gene,1457.0,True,2244.0,0.009006948393956628,0.013228469280305273,1.189319302383619
ENSG00000213231,False,TCL1B,NCBITaxon:9606,gene,680.0,True,680.0,0.004203654706856902,0.010392620777305898,2.029356615791915
ENSG00000100721,False,TCL1A,NCBITaxon:9606,gene,47491.0,True,117.0,0.29358200835785464,2.8667278477838143,7.04496981012841
ENSG00000257275,False,RP11-164H13.1,NCBITaxon:9606,gene,3554.0,True,606.0,0.02197027768848446,0.05768882645039332,2.155723650955257
ENSG00000246223,False,LINC01550,NCBITaxon:9606,gene,17585.0,True,2704.0,0.10870774708835093,0.15007989631404886,1.129321912733544
ENSG00000127152,False,BCL11B,NCBITaxon:9606,gene,96603.0,True,2665.0,0.5971847877154373,1.1318852763142544,1.1340727698040785
ENSG00000036530,False,CYP46A1,NCBITaxon:9606,gene,1960.0,True,489.0,0.012116416507999307,0.03643757734243474,2.4389110212157754
ENSG00000140105,False,WARS1,NCBITaxon:9606,gene,110235.0,True,562.0,0.6814557008976039,2.6892845138353882,2.248678439110222
ENSG00000214548,False,MEG3,NCBITaxon:9606,gene,1557.0,True,141.0,0.009625132909670878,0.0719942982515139,6.057709273210469
ENSG00000156381,False,ANKRD9,NCBITaxon:9606,gene,5943.0,True,1486.0,0.0367387057688979,0.06098218920034475,1.3725607538413118
ENSG00000198752,False,CDC42BPB,NCBITaxon:9606,gene,15976.0,True,2899.0,0.09876115823050864,0.13399968927448289,1.1107362499863964
ENSG00000185215,False,TNFAIP2,NCBITaxon:9606,gene,472883.0,True,181.0,2.9232894834450187,58.50756414753116,5.035936991235106
ENSG00000166165,False,CKB,NCBITaxon:9606,gene,12111.0,True,358.0,0.07486832669815287,0.28227882578438745,3.0882358503482163
ENSG00000166428,False,PLD4,NCBITaxon:9606,gene,28833.0,True,247.0,0.17824114141588981,0.9186882857609842,4.0242392504810285
ENSG00000183484,False,GPR132,NCBITaxon:9606,gene,21403.0,True,1539.0,0.13231003189832102,0.2211702823716469,1.3528074477674183
ENSG00000182809,False,CRIP2,NCBITaxon:9606,gene,9020.0,True,2790.0,0.055760243317425386,0.07583342671238752,1.1205254134835063
ENSG00000213145,False,CRIP1,NCBITaxon:9606,gene,118770.0,True,1255.0,0.7342177493138152,1.9561887323655254,1.472331068686886
ENSG00000211890,False,IGHA2,NCBITaxon:9606,gene,35949.0,True,22.0,0.22223115155411588,263.4927889092765,25.01080078060229
ENSG00000211891,False,IGHE,NCBITaxon:9606,gene,1168.0,True,191.0,0.0072203951435424445,0.27099872392619206,4.871633824578999
ENSG00000211892,False,IGHG4,NCBITaxon:9606,gene,12772.0,True,19.0,0.07895452634702406,48.83617139141521,26.769592884059403
ENSG00000211893,False,IGHG2,NCBITaxon:9606,gene,28821.0,True,13.0,0.1781669592740041,106.27521775725293,36.85705711450087
ENSG00000211895,False,IGHA1,NCBITaxon:9606,gene,278457.0,True,2.0,1.7213780569224302,2875.0564420187247,140.59673952931792
ENSG00000211896,False,IGHG1,NCBITaxon:9606,gene,73001.0,True,7.0,0.45128087831655994,437.5102900206127,69.09406919331788
ENSG00000211897,False,IGHG3,NCBITaxon:9606,gene,37317.0,True,16.0,0.2306879157290868,177.71483231053222,33.30413498525119
ENSG00000211898,False,IGHD,NCBITaxon:9606,gene,89701.0,True,20.0,0.5545176924408397,253.03489802036742,26.306840423667115
ENSG00000211899,False,IGHM,NCBITaxon:9606,gene,377997.0,True,8.0,2.336718923864395,2422.883170175108,55.909374310333185
ENSG00000226777,False,FAM30A,NCBITaxon:9606,gene,16249.0,True,293.0,0.10044880195840855,0.4319208188335942,3.5194016213387735
ENSG00000211933,False,IGHV6-1,NCBITaxon:9606,gene,144.0,True,446.0,0.0008901857026285205,0.0025832348142580306,2.5762051404202246
ENSG00000211935,False,IGHV1-3,NCBITaxon:9606,gene,138.0,True,1790.0,0.0008530946316856656,0.0012232851328228803,1.2758809045873025
ENSG00000282639,False,IGHV3-64D,NCBITaxon:9606,gene,300.0,True,223.0,0.0018545535471427511,0.19282186676765314,4.348254276320845
ENSG00000211941,False,IGHV3-11,NCBITaxon:9606,gene,830.0,True,211.0,0.005130931480428278,1.8773992898677174,4.511057709855912
ENSG00000211943,False,IGHV3-15,NCBITaxon:9606,gene,921.0,True,160.0,0.005693479389728246,0.27682323093341393,5.379476633798849
ENSG00000211945,False,IGHV1-18,NCBITaxon:9606,gene,378.0,True,130.0,0.0023367374693998664,0.027058825029435383,6.444222504134847
ENSG00000211949,False,IGHV3-23,NCBITaxon:9606,gene,1611.0,True,77.0,0.009958952548156574,0.1691546035091123,9.036310805222307
ENSG00000273749,False,CYFIP1,NCBITaxon:9606,gene,38782.0,True,2047.0,0.2397443188843006,0.3916732245633978,1.2236455894360394
ENSG00000259772,False,RP11-16E12.2,NCBITaxon:9606,gene,1835.0,True,1584.0,0.011343685863356495,0.01869515486508517,1.3356875568671993
ENSG00000198826,False,ARHGAP11A,NCBITaxon:9606,gene,4069.0,True,1294.0,0.02515392794441285,0.04430338623291021,1.4515243439889087
ENSG00000259225,False,LINC02345,NCBITaxon:9606,gene,1231.0,True,1090.0,0.007609851388442422,0.014809519314928889,1.575610510548604
ENSG00000166068,False,SPRED1,NCBITaxon:9606,gene,5173.0,True,2627.0,0.031978684997898174,0.04402474152003662,1.137668955457524
ENSG00000137801,False,THBS1,NCBITaxon:9606,gene,244326.0,True,47.0,1.5103854998639994,54.79244049851243,13.668294787085028
ENSG00000128829,False,EIF2AK4,NCBITaxon:9606,gene,51617.0,True,2493.0,0.31908830147622463,0.5197147626016703,1.15455052118949
ENSG00000156970,False,BUB1B,NCBITaxon:9606,gene,974.0,True,900.0,0.006021117183056799,0.012723153204772977,1.7158789044082638
ENSG00000259330,False,INAFM2,NCBITaxon:9606,gene,15614.0,True,2030.0,0.09652333028362306,0.1444884474258625,1.2259697399959306
ENSG00000137812,False,KNL1,NCBITaxon:9606,gene,3855.0,True,396.0,0.023831013080784353,0.08113803184024622,2.801926728955541
ENSG00000187446,False,CHP1,NCBITaxon:9606,gene,71887.0,True,2803.0,0.44439430281150316,0.7593382093175975,1.1191675226518834
ENSG00000137804,False,NUSAP1,NCBITaxon:9606,gene,8603.0,True,138.0,0.05318241388689696,0.39529108444655797,6.1333158421332765
ENSG00000062524,False,LTK,NCBITaxon:9606,gene,3165.0,True,2505.0,0.019565539922356025,0.027540754475038523,1.1524176561518047
ENSG00000103966,False,EHD4,NCBITaxon:9606,gene,35638.0,True,2679.0,0.22030859771024455,0.3291892595636867,1.1321872365360954
ENSG00000103994,False,ZNF106,NCBITaxon:9606,gene,189479.0,True,2258.0,1.1713298385302044,3.1708276523371524,1.1871592291607613
ENSG00000166963,False,MAP1A,NCBITaxon:9606,gene,5254.0,True,345.0,0.032479414455626715,0.12456095124627092,3.1695581756955327
ENSG00000092470,False,WDR76,NCBITaxon:9606,gene,9485.0,True,1786.0,0.05863480131549665,0.09100257110417138,1.276837127322132
ENSG00000229474,False,PATL2,NCBITaxon:9606,gene,20244.0,True,2229.0,0.12514527336119285,0.1834817547033814,1.1914223912402782
ENSG00000166920,False,C15orf48,NCBITaxon:9606,gene,121780.0,True,67.0,0.7528251032368142,13.846237760971002,10.054100119313501
ENSG00000128951,False,DUT,NCBITaxon:9606,gene,107543.0,True,1008.0,0.6648141737345763,1.8845650075363334,1.6308840629516372
ENSG00000103995,False,CEP152,NCBITaxon:9606,gene,15327.0,True,2357.0,0.09474914072352315,0.13557352373615883,1.1724667764181502
ENSG00000140284,False,SLC27A2,NCBITaxon:9606,gene,580.0,True,1833.0,0.0035854701911426524,0.0054890205256401805,1.2657704568069832
ENSG00000244879,False,GABPB1-AS1,NCBITaxon:9606,gene,135683.0,True,2455.0,0.8387712964565663,1.8674480207644863,1.1590152922649632
ENSG00000104093,False,DMXL2,NCBITaxon:9606,gene,136125.0,True,715.0,0.8415036720160234,3.2111750687540774,1.9835037123423613
ENSG00000069956,False,MAPK6,NCBITaxon:9606,gene,29944.0,True,2116.0,0.18510917138547514,0.2880701456577346,1.2087706404361263
ENSG00000260916,False,CCPG1,NCBITaxon:9606,gene,92456.0,True,2951.0,0.5715486758487673,1.0418259776689494,1.1071589913822562
ENSG00000151575,False,TEX9,NCBITaxon:9606,gene,3051.0,True,960.0,0.018860809574441778,0.038447949592850465,1.6678339704669178
ENSG00000247982,False,LINC00926,NCBITaxon:9606,gene,32825.0,True,392.0,0.2029190672832027,0.7449922517291245,2.8138216270568295
ENSG00000137878,False,GCOM1,NCBITaxon:9606,gene,540.0,True,2779.0,0.003338196384856952,0.004513995004742579,1.1213003364678662
ENSG00000263155,False,MYZAP,NCBITaxon:9606,gene,1323.0,True,1503.0,0.008178581142899533,0.013799074801703452,1.3659257670537812
ENSG00000103569,False,AQP9,NCBITaxon:9606,gene,51577.0,True,356.0,0.31884102766993894,1.3956228328844704,3.1033128368692924
ENSG00000157456,False,CCNB2,NCBITaxon:9606,gene,1424.0,True,280.0,0.008802947503770926,0.03953601628774555,3.6366498612900084
ENSG00000157483,False,MYO1E,NCBITaxon:9606,gene,8288.0,True,2356.0,0.05123513266239707,0.07271973949848314,1.1724710817717294
ENSG00000182718,False,ANXA2,NCBITaxon:9606,gene,378192.0,True,979.0,2.3379243836700376,13.397004886725083,1.652837091911416
ENSG00000069667,False,RORA,NCBITaxon:9606,gene,119277.0,True,1599.0,0.7373519448084864,1.779120516304867,1.330933652343841
ENSG00000140416,False,TPM1,NCBITaxon:9606,gene,27244.0,True,869.0,0.1684181894611904,0.3760663121128158,1.756149804641577
ENSG00000103642,False,LACTB,NCBITaxon:9606,gene,77082.0,True,1675.0,0.4765089884028585,0.968402750665928,1.3065760595536293
ENSG00000157734,False,SNX22,NCBITaxon:9606,gene,7886.0,True,1438.0,0.048750030909225785,0.08210503796448815,1.3927051340128407
ENSG00000166794,False,PPIB,NCBITaxon:9606,gene,359211.0,True,509.0,2.220586780742316,17.7717018224328,2.3822359692929593
ENSG00000166803,False,PCLAF,NCBITaxon:9606,gene,7750.0,True,103.0,0.0479092999678544,0.44230573694384084,7.635725727100487
ENSG00000180304,False,OAZ2,NCBITaxon:9606,gene,78178.0,True,1535.0,0.48328429069508666,1.021814634508726,1.353934553165066
ENSG00000140451,False,PIF1,NCBITaxon:9606,gene,2059.0,True,2260.0,0.012728419178556416,0.018612366146221825,1.1865692772593346
ENSG00000137807,False,KIF23,NCBITaxon:9606,gene,2373.0,True,883.0,0.014669518557899162,0.031392773579013905,1.739872279518449
ENSG00000140332,False,TLE3,NCBITaxon:9606,gene,63457.0,True,2192.0,0.3922813481367919,0.6948437064796097,1.1971324126138765
ENSG00000137831,False,UACA,NCBITaxon:9606,gene,7210.0,True,1580.0,0.04457110358299745,0.07202291218119494,1.3367500558772551
ENSG00000067225,False,PKM,NCBITaxon:9606,gene,240946.0,True,2536.0,1.4894908632328578,4.503904690610542,1.1490367815424243
ENSG00000138623,False,SEMA7A,NCBITaxon:9606,gene,1624.0,True,2287.0,0.010039316535199426,0.01467391276093356,1.1837637918162458
ENSG00000198794,False,SCAMP5,NCBITaxon:9606,gene,1392.0,True,927.0,0.008605128458742365,0.017989414521154025,1.6926462953583323
ENSG00000167173,False,C15orf39,NCBITaxon:9606,gene,49697.0,True,1999.0,0.307219158774511,0.529806751027022,1.2324601048881332
ENSG00000140398,False,NEIL1,NCBITaxon:9606,gene,11987.0,True,1933.0,0.07410177789866719,0.11276213960132656,1.2466804680446981
ENSG00000167196,False,FBXO22,NCBITaxon:9606,gene,31851.0,True,2974.0,0.19689795010014588,0.28268271107334164,1.1052213989012114
ENSG00000136425,False,CIB2,NCBITaxon:9606,gene,3284.0,True,1328.0,0.020301179496055984,0.0356776946924499,1.4398348272897972
ENSG00000166411,False,IDH3A,NCBITaxon:9606,gene,25550.0,True,2676.0,0.15794614376499097,0.22535731920648827,1.1325525998730621
ENSG00000103811,False,CTSH,NCBITaxon:9606,gene,176204.0,True,972.0,1.0892658440691378,3.9625192486027045,1.660591506782425
ENSG00000140379,False,BCL2A1,NCBITaxon:9606,gene,269946.0,True,192.0,1.6687643727899903,22.91258033433543,4.867098293977668
ENSG00000103942,False,HOMER2,NCBITaxon:9606,gene,3683.0,True,2453.0,0.022767735713755843,0.032115789329860873,1.159292023988578
ENSG00000172183,False,ISG20,NCBITaxon:9606,gene,180019.0,True,1336.0,1.1128495833436365,3.541149279229379,1.4357276667743648
ENSG00000140525,False,FANCI,NCBITaxon:9606,gene,4949.0,True,1422.0,0.030593951682698253,0.05177692385232041,1.3980971371053958
ENSG00000140534,False,TICRR,NCBITaxon:9606,gene,142.0,True,2097.0,0.0008778220123142356,0.0011985147980332444,1.2129896789488983
ENSG00000166825,False,ANPEP,NCBITaxon:9606,gene,51231.0,True,988.0,0.31670210924556763,0.7337526767011955,1.644989014831746
ENSG00000242498,False,ARPIN,NCBITaxon:9606,gene,11144.0,True,2373.0,0.06889048243119607,0.09824424907913581,1.169873349889295
ENSG00000182054,False,IDH2,NCBITaxon:9606,gene,69558.0,True,2454.0,0.4299967854405183,0.7545995289295986,1.1590971359755429
ENSG00000182511,False,FES,NCBITaxon:9606,gene,44691.0,True,2086.0,0.2762728419178556,0.4598708630643307,1.2156021438265538
ENSG00000198901,False,PRC1,NCBITaxon:9606,gene,3075.0,True,2931.0,0.0190091738582132,0.025757106324597597,1.1087689522152353
ENSG00000176463,False,SLCO3A1,NCBITaxon:9606,gene,93354.0,True,2556.0,0.5770999727998813,1.0923722306041563,1.1459620934527064
ENSG00000140563,False,MCTP2,NCBITaxon:9606,gene,28252.0,True,2917.0,0.17464948937959002,0.24750902632895255,1.1094127238967304
ENSG00000140450,False,ARRDC4,NCBITaxon:9606,gene,16661.0,True,2117.0,0.10299572216315125,0.1521051678878162,1.2085326073248697
ENSG00000182253,False,SYNM,NCBITaxon:9606,gene,2584.0,True,2126.0,0.01597388788605623,0.023681085747064262,1.207769256213603
